,title,rating,ratingLevel,ratingDescription,release year,user rating score,user rating size,score_size,tsub,tpol,class
751,Anastasia,3,General Audiences. Suitable for all ages.,35,1997,93,80,1.1625,0.625,0.3,For All
752,Antz,6,moderate adult language and intense action,60,1998,80,80,1,0.525,0.1,Parential Guidance
753,Babe: Pig in the City,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
754,The Prince of Egypt,6,intense scenes dealing with strong content,60,1998,81,80,1.0125,0.866666667,0.316666667,Parential Guidance
755,Paulie,6,Parental guidance suggested. May not be suitable for children.,60,1998,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
756,Tarzan,3,General Audiences. Suitable for all ages.,35,1999,95,80,1.1875,0.625,0.3,For All
757,The Road to El Dorado,6,mild thematic material and language,60,2000,91,80,1.1375,0.25,0.166666667,Parential Guidance
758,Fantasia 2000,3,General Audiences. Suitable for all ages.,35,2000,84.09421488,82,1.025539206,0.625,0.3,For All
759,Pocahontas II: Journey to a New World,8,Suitable for all ages.,35,1998,64,80,0.8,0.75,0.55,Parential Guidance
760,The Emperor's New Groove,3,General Audiences. Suitable for all ages.,35,2000,95,80,1.1875,0.625,0.3,For All
761,Fantasia,3,General Audiences. Suitable for all ages.,35,1940,61,80,0.7625,0.625,0.3,For All
762,An American Tail,3,General Audiences. Suitable for all ages.,35,1986,67,80,0.8375,0.625,0.3,For All
763,Pooh's Grand Adventure: The Search for Christopher Robin,3,General Audiences. Suitable for all ages.,35,1997,84.09421488,82,1.025539206,0.625,0.3,For All
764,FernGully 2: The Magical Rescue,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
765,Balto 2: Wolf Quest,3,General Audiences. Suitable for all ages.,35,2001,84.09421488,82,1.025539206,0.625,0.3,For All
766,Balto,3,General Audiences. Suitable for all ages.,35,1995,64,80,0.8,0.625,0.3,For All
767,Back to the Secret Garden,3,General Audiences. Suitable for all ages.,35,2002,84.09421488,82,1.025539206,0.625,0.3,For All
768,The Brave Little Toaster Goes to Mars,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
769,The Brave Little Toaster to the Rescue,3,General Audiences. Suitable for all ages.,35,1997,84.09421488,82,1.025539206,0.625,0.3,For All
770,An American Tail: The Mystery of the Night Monster,3,General Audiences. Suitable for all ages.,35,1999,84.09421488,82,1.025539206,0.625,0.3,For All
771,An American Tail: Fievel Goes West,3,General Audiences. Suitable for all ages.,35,1991,84.09421488,82,1.025539206,0.625,0.3,For All
772,The Last Unicorn,3,General Audiences. Suitable for all ages.,35,1982,84.09421488,82,1.025539206,0.625,0.3,For All
773,The Iron Giant,6,fantasy action and mild language,60,1999,83,80,1.0375,0.3,0.216666667,Parential Guidance
774,Brother Bear 2,3,General Audiences. Suitable for all ages.,35,2006,57,80,0.7125,0.625,0.3,For All
775,The Fox and the Hound 2,3,General Audiences. Suitable for all ages.,35,2006,84.09421488,82,1.025539206,0.625,0.3,For All
776,The Smurfs and the Magic Flute,3,General Audiences. Suitable for all ages.,35,1976,84.09421488,82,1.025539206,0.625,0.3,For All
777,Jetsons: The Movie,3,General Audiences. Suitable for all ages.,35,1990,84.09421488,82,1.025539206,0.625,0.3,For All
778,We're Back! A Dinosaur's Story,3,General Audiences. Suitable for all ages.,35,1993,84.09421488,82,1.025539206,0.625,0.3,For All
779,A Monster in Paris,6,"some action violence involving gunplay, and mild rude humor",60,2011,84.09421488,82,1.025539206,0.4,0.044444444,Parential Guidance
780,The Gruffalo,2,Suitable for all ages.,10,2009,84.09421488,82,1.025539206,0.75,0.55,For All
781,DreamWorks How to Train Your Dragon Legends,12,Parental guidance suggested. May not be suitable for all children.,70,2011,84.09421488,82,1.025539206,0.75,0.55,For Above 17
782,Ernest & Celestine,6,some scary moments,60,2012,84.09421488,82,1.025539206,1,-0.5,Parential Guidance
783,The Magic School Bus,2,Suitable for all ages.,10,1997,81,80,1.0125,0.75,0.55,For All
784,Animaniacs,1,Suitable for children ages 7 and older,41,1997,72,80,0.9,0.541666667,0.358333333,For All
785,Disney Animation Collection: Vol. 4: The Tortoise and the Hare,8,Suitable for all ages.,35,2009,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
786,PopPixie,8,Suitable for all ages.,35,2011,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
787,Jack and the Cuckoo-Clock Heart,6,"scary images, suggestive material, some language and smoking",60,2013,84.09421488,82,1.025539206,1,-0.5,Parential Guidance
788,The Pirate Fairy,3,General Audiences. Suitable for all ages.,35,2014,57,80,0.7125,0.625,0.3,For All
789,Axel: The Biggest Little Hero,6,"some scary images, perilous action sequences and mild rude humor",60,2013,84.09421488,82,1.025539206,0.55,-0.091666667,Parential Guidance
790,The Adventures of Figaro Pho,1,Suitable for children ages 7 and older,41,2015,84.09421488,82,1.025539206,0.541666667,0.358333333,For All
791,The Boxcar Children,3,General Audiences. Suitable for all ages.,35,2014,84.09421488,82,1.025539206,0.625,0.3,For All
792,Pet Pals in Windland,8,Suitable for all ages.,35,2014,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
793,Walt Disney Animation Studios Short Films Collection,8,Suitable for all ages.,35,2015,84,80,1.05,0.75,0.55,Parential Guidance
794,Alpha and Omega: Dino Digs,8,Suitable for all ages.,35,2016,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
795,Alice Through the Looking Glass,6,fantasy action/peril and some language,60,2016,96,80,1.2,0,0,Parential Guidance
796,Quackerz,6,"rude and suggestive humor, and some action",60,2016,84.09421488,82,1.025539206,0.35,-0.1,Parential Guidance
797,Hatched,1,Suitable for children ages 7 and older,41,2013,84.09421488,82,1.025539206,0.541666667,0.358333333,For All
798,Blinky Bill: The Movie,6,some rude humor,60,2015,84.09421488,82,1.025539206,0.6,-0.3,Parential Guidance
799,The Real Ghostbusters,1,Suitable for children ages 7 and older,41,1990,65,80,0.8125,0.541666667,0.358333333,For All
800,Flubber,6,slapstick action and mild language,60,1997,83,80,1.0375,0.3,0.216666667,Parential Guidance
801,Anastasia,3,General Audiences. Suitable for all ages.,35,1997,93,80,1.1625,0.625,0.3,For All
802,An Extremely Goofy Movie,3,General Audiences. Suitable for all ages.,35,1999,67,80,0.8375,0.625,0.3,For All
803,An American Tail,3,General Audiences. Suitable for all ages.,35,1986,67,80,0.8375,0.625,0.3,For All
804,Scooby-Doo,6,"some rude humor, language and some scary action",60,2002,86,80,1.075,0.566666667,-0.233333333,Parential Guidance
805,FernGully: The Last Rainforest,3,General Audiences. Suitable for all ages.,35,1992,70,80,0.875,0.625,0.3,For All
806,Balto 2: Wolf Quest,3,General Audiences. Suitable for all ages.,35,2001,84.09421488,82,1.025539206,0.625,0.3,For All
807,Balto,3,General Audiences. Suitable for all ages.,35,1995,64,80,0.8,0.625,0.3,For All
808,The Lizzie McGuire Movie,6,mild thematic elements,60,2003,84.09421488,82,1.025539206,0.25,0.166666667,Parential Guidance
809,The Brave Little Toaster Goes to Mars,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
810,The Brave Little Toaster to the Rescue,3,General Audiences. Suitable for all ages.,35,1997,84.09421488,82,1.025539206,0.625,0.3,For All
811,Recess: Taking the Fifth Grade,3,General Audiences. Suitable for all ages.,35,2003,84.09421488,82,1.025539206,0.625,0.3,For All
812,An American Tail: The Mystery of the Night Monster,3,General Audiences. Suitable for all ages.,35,1999,84.09421488,82,1.025539206,0.625,0.3,For All
813,An American Tail: Fievel Goes West,3,General Audiences. Suitable for all ages.,35,1991,84.09421488,82,1.025539206,0.625,0.3,For All
814,The Iron Giant,6,fantasy action and mild language,60,1999,83,80,1.0375,0.3,0.216666667,Parential Guidance
815,The Very Hungry Caterpillar and Other Stories,2,Suitable for all ages.,10,1993,84.09421488,82,1.025539206,0.75,0.55,For All
816,The Hero of Color City,3,General Audiences. Suitable for all ages.,35,2014,84.09421488,82,1.025539206,0.625,0.3,For All
817,Dino Squad,1,Suitable for children ages 7 and older,41,2008,84.09421488,82,1.025539206,0.541666667,0.358333333,For All
818,The Little Engine That Could,3,General Audiences. Suitable for all ages.,35,2011,84.09421488,82,1.025539206,0.625,0.3,For All
819,Delhi Safari,6,"violence and menacing action, rude humor, suggestive content and thematic elements",60,2012,84.09421488,82,1.025539206,0.425,-0.3,Parential Guidance
820,Ninja Turtles: The Next Mutation,7,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,1997,84.09421488,82,1.025539206,0.541666667,0.358333333,Parential Guidance
821,Pound Puppies,2,Suitable for all ages.,10,2013,84.09421488,82,1.025539206,0.75,0.55,For All
822,Sammy 2,12,Parental guidance suggested. May not be suitable for all children.,70,2012,84.09421488,82,1.025539206,0.75,0.55,For Above 17
823,Monster Math Squad,8,Suitable for all ages.,35,2012,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
824,Care Bears: Welcome to Care-a-Lot,2,Suitable for all ages.,10,2012,84.09421488,82,1.025539206,0.75,0.55,For All
825,Clifford the Big Red Dog,2,Suitable for all ages.,10,2002,84.09421488,82,1.025539206,0.75,0.55,For All
826,Clifford's Puppy Days,2,Suitable for all ages.,10,2003,84.09421488,82,1.025539206,0.75,0.55,For All
827,Axel: The Biggest Little Hero,6,"some scary images, perilous action sequences and mild rude humor",60,2013,84.09421488,82,1.025539206,0.55,-0.091666667,Parential Guidance
828,Agent F.O.X.,6,Parental guidance suggested. May not be suitable for children.,60,2014,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
829,Dinosaur King,7,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2008,84.09421488,82,1.025539206,0.541666667,0.358333333,Parential Guidance
830,Ribbit,6,some peril,60,2014,84.09421488,82,1.025539206,0,0,Parential Guidance
831,Chuggington,2,Suitable for all ages.,10,2015,84.09421488,82,1.025539206,0.75,0.55,For All
832,Rooster Doodle-doo,8,Suitable for all ages.,35,2014,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
833,Octonauts,2,Suitable for all ages.,10,2015,84.09421488,82,1.025539206,0.75,0.55,For All
834,Kong: King of the Apes,7,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2016,84.09421488,82,1.025539206,0.541666667,0.358333333,Parential Guidance
835,My Animal Friends,2,Suitable for all ages.,10,2013,84.09421488,82,1.025539206,0.75,0.55,For All
836,Worms,6,Parental guidance suggested. May not be suitable for children.,60,2013,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
837,Puffin Rock,2,Suitable for all ages.,10,2016,84.09421488,82,1.025539206,0.75,0.55,For All
838,Little Einsteins,2,Suitable for all ages.,10,2007,70,80,0.875,0.75,0.55,For All
839,Hotel Transylvania 2,6,"some scary images, action and rude humor",60,2015,93,80,1.1625,0.566666667,-0.233333333,Parential Guidance
840,Dinotrux,7,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2017,84.09421488,82,1.025539206,0.541666667,0.358333333,Parential Guidance
841,The Mr. Peabody and Sherman Show,1,Suitable for children ages 7 and older,41,2017,84.09421488,82,1.025539206,0.541666667,0.358333333,For All
842,Zoobabu,2,Suitable for all ages.,10,2010,84.09421488,82,1.025539206,0.75,0.55,For All
843,Alpha and Omega: Dino Digs,8,Suitable for all ages.,35,2016,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
844,Gon,8,Suitable for all ages.,35,2013,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
845,Sid the Science Kid: The Movie,2,Suitable for all ages.,10,2012,84.09421488,82,1.025539206,0.75,0.55,For All
846,The Land Before Time XIV: Journey of the Brave,3,General Audiences. Suitable for all ages.,35,2016,84.09421488,82,1.025539206,0.625,0.3,For All
847,The Secret Life of Pets,6,for action and some rude humor,60,2016,84.09421488,81,1.038200184,0.35,-0.1,Parential Guidance
848,LEGO Jurassic World: The Indominus Escape,1,Suitable for children ages 7 and older,41,2016,84.09421488,82,1.025539206,0.541666667,0.358333333,For All
849,The Real Ghostbusters,1,Suitable for children ages 7 and older,41,1990,65,80,0.8125,0.541666667,0.358333333,For All
850,Cool Runnings,6,Parental guidance suggested. May not be suitable for children.,60,1993,81,80,1.0125,0.75,0.55,Parential Guidance
851,Anastasia,3,General Audiences. Suitable for all ages.,35,1997,93,80,1.1625,0.625,0.3,For All
852,Antz,6,moderate adult language and intense action,60,1998,80,80,1,0.525,0.1,Parential Guidance
853,Babe: Pig in the City,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
854,The Prince of Egypt,6,intense scenes dealing with strong content,60,1998,81,80,1.0125,0.866666667,0.316666667,Parential Guidance
855,Paulie,6,Parental guidance suggested. May not be suitable for children.,60,1998,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
856,Tarzan,3,General Audiences. Suitable for all ages.,35,1999,95,80,1.1875,0.625,0.3,For All
857,The Road to El Dorado,6,mild thematic material and language,60,2000,91,80,1.1375,0.25,0.166666667,Parential Guidance
858,Fantasia 2000,3,General Audiences. Suitable for all ages.,35,2000,84.09421488,82,1.025539206,0.625,0.3,For All
859,Pocahontas II: Journey to a New World,8,Suitable for all ages.,35,1998,64,80,0.8,0.75,0.55,Parential Guidance
860,The Emperor's New Groove,3,General Audiences. Suitable for all ages.,35,2000,95,80,1.1875,0.625,0.3,For All
861,Fantasia,3,General Audiences. Suitable for all ages.,35,1940,61,80,0.7625,0.625,0.3,For All
862,An American Tail,3,General Audiences. Suitable for all ages.,35,1986,67,80,0.8375,0.625,0.3,For All
863,Pooh's Grand Adventure: The Search for Christopher Robin,3,General Audiences. Suitable for all ages.,35,1997,84.09421488,82,1.025539206,0.625,0.3,For All
864,FernGully 2: The Magical Rescue,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
865,Balto 2: Wolf Quest,3,General Audiences. Suitable for all ages.,35,2001,84.09421488,82,1.025539206,0.625,0.3,For All
866,Balto,3,General Audiences. Suitable for all ages.,35,1995,64,80,0.8,0.625,0.3,For All
867,Back to the Secret Garden,3,General Audiences. Suitable for all ages.,35,2002,84.09421488,82,1.025539206,0.625,0.3,For All
868,The Brave Little Toaster Goes to Mars,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
869,The Brave Little Toaster to the Rescue,3,General Audiences. Suitable for all ages.,35,1997,84.09421488,82,1.025539206,0.625,0.3,For All
870,An American Tail: The Mystery of the Night Monster,3,General Audiences. Suitable for all ages.,35,1999,84.09421488,82,1.025539206,0.625,0.3,For All
871,An American Tail: Fievel Goes West,3,General Audiences. Suitable for all ages.,35,1991,84.09421488,82,1.025539206,0.625,0.3,For All
872,The Last Unicorn,3,General Audiences. Suitable for all ages.,35,1982,84.09421488,82,1.025539206,0.625,0.3,For All
873,The Iron Giant,6,fantasy action and mild language,60,1999,83,80,1.0375,0.3,0.216666667,Parential Guidance
874,Brother Bear 2,3,General Audiences. Suitable for all ages.,35,2006,57,80,0.7125,0.625,0.3,For All
875,The Fox and the Hound 2,3,General Audiences. Suitable for all ages.,35,2006,84.09421488,82,1.025539206,0.625,0.3,For All
876,The Smurfs and the Magic Flute,3,General Audiences. Suitable for all ages.,35,1976,84.09421488,82,1.025539206,0.625,0.3,For All
877,Jetsons: The Movie,3,General Audiences. Suitable for all ages.,35,1990,84.09421488,82,1.025539206,0.625,0.3,For All
878,We're Back! A Dinosaur's Story,3,General Audiences. Suitable for all ages.,35,1993,84.09421488,82,1.025539206,0.625,0.3,For All
879,A Monster in Paris,6,"some action violence involving gunplay, and mild rude humor",60,2011,84.09421488,82,1.025539206,0.4,0.044444444,Parential Guidance
880,The Gruffalo,2,Suitable for all ages.,10,2009,84.09421488,82,1.025539206,0.75,0.55,For All
881,DreamWorks How to Train Your Dragon Legends,12,Parental guidance suggested. May not be suitable for all children.,70,2011,84.09421488,82,1.025539206,0.75,0.55,For Above 17
882,Ernest & Celestine,6,some scary moments,60,2012,84.09421488,82,1.025539206,1,-0.5,Parential Guidance
883,The Magic School Bus,2,Suitable for all ages.,10,1997,81,80,1.0125,0.75,0.55,For All
884,Animaniacs,1,Suitable for children ages 7 and older,41,1997,72,80,0.9,0.541666667,0.358333333,For All
885,Disney Animation Collection: Vol. 4: The Tortoise and the Hare,8,Suitable for all ages.,35,2009,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
886,PopPixie,8,Suitable for all ages.,35,2011,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
887,Jack and the Cuckoo-Clock Heart,6,"scary images, suggestive material, some language and smoking",60,2013,84.09421488,82,1.025539206,1,-0.5,Parential Guidance
888,The Pirate Fairy,3,General Audiences. Suitable for all ages.,35,2014,57,80,0.7125,0.625,0.3,For All
889,Axel: The Biggest Little Hero,6,"some scary images, perilous action sequences and mild rude humor",60,2013,84.09421488,82,1.025539206,0.55,-0.091666667,Parential Guidance
890,The Adventures of Figaro Pho,1,Suitable for children ages 7 and older,41,2015,84.09421488,82,1.025539206,0.541666667,0.358333333,For All
891,The Boxcar Children,3,General Audiences. Suitable for all ages.,35,2014,84.09421488,82,1.025539206,0.625,0.3,For All
892,Pet Pals in Windland,8,Suitable for all ages.,35,2014,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
893,Walt Disney Animation Studios Short Films Collection,8,Suitable for all ages.,35,2015,84,80,1.05,0.75,0.55,Parential Guidance
894,Alpha and Omega: Dino Digs,8,Suitable for all ages.,35,2016,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
895,Alice Through the Looking Glass,6,fantasy action/peril and some language,60,2016,96,80,1.2,0,0,Parential Guidance
896,Quackerz,6,"rude and suggestive humor, and some action",60,2016,84.09421488,82,1.025539206,0.35,-0.1,Parential Guidance
897,Hatched,1,Suitable for children ages 7 and older,41,2013,84.09421488,82,1.025539206,0.541666667,0.358333333,For All
898,Blinky Bill: The Movie,6,some rude humor,60,2015,84.09421488,82,1.025539206,0.6,-0.3,Parential Guidance
899,The Real Ghostbusters,1,Suitable for children ages 7 and older,41,1990,65,80,0.8125,0.541666667,0.358333333,For All
900,Cool Runnings,6,Parental guidance suggested. May not be suitable for children.,60,1993,81,80,1.0125,0.75,0.55,Parential Guidance
901,Homeward Bound: The Incredible Journey,3,General Audiences. Suitable for all ages.,35,1993,96,80,1.2,0.625,0.3,For All
902,Anastasia,3,General Audiences. Suitable for all ages.,35,1997,93,80,1.1625,0.625,0.3,For All
903,Antz,6,moderate adult language and intense action,60,1998,80,80,1,0.525,0.1,Parential Guidance
904,Babe: Pig in the City,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
905,The Road to El Dorado,6,mild thematic material and language,60,2000,91,80,1.1375,0.25,0.166666667,Parential Guidance
906,Fantasia 2000,3,General Audiences. Suitable for all ages.,35,2000,84.09421488,82,1.025539206,0.625,0.3,For All
907,Fantasia,3,General Audiences. Suitable for all ages.,35,1940,61,80,0.7625,0.625,0.3,For All
908,Harry and the Hendersons,6,Parental guidance suggested. May not be suitable for children.,60,1987,58,80,0.725,0.75,0.55,Parential Guidance
909,Pooh's Grand Adventure: The Search for Christopher Robin,3,General Audiences. Suitable for all ages.,35,1997,84.09421488,82,1.025539206,0.625,0.3,For All
910,Cats & Dogs,6,animal action and humor,60,2001,84.09421488,82,1.025539206,0.1,0.1,Parential Guidance
911,Atlantis: The Lost Empire,6,action violence,60,2001,96,80,1.2,0.1,0.1,Parential Guidance
912,FernGully: The Last Rainforest,3,General Audiences. Suitable for all ages.,35,1992,70,80,0.875,0.625,0.3,For All
913,Balto 2: Wolf Quest,3,General Audiences. Suitable for all ages.,35,2001,84.09421488,82,1.025539206,0.625,0.3,For All
914,Balto,3,General Audiences. Suitable for all ages.,35,1995,64,80,0.8,0.625,0.3,For All
915,Back to the Secret Garden,3,General Audiences. Suitable for all ages.,35,2002,84.09421488,82,1.025539206,0.625,0.3,For All
916,Tarzan & Jane,3,General Audiences. Suitable for all ages.,35,2002,84.09421488,82,1.025539206,0.625,0.3,For All
917,Atlantis: Milo's Return,3,General Audiences. Suitable for all ages.,35,2003,79,80,0.9875,0.625,0.3,For All
918,The Brave Little Toaster Goes to Mars,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
919,The Brave Little Toaster to the Rescue,3,General Audiences. Suitable for all ages.,35,1997,84.09421488,82,1.025539206,0.625,0.3,For All
920,Annie,6,adult content and mld violence,60,1982,68,80,0.85,0.3,0.1,Parential Guidance
921,Recess: Taking the Fifth Grade,3,General Audiences. Suitable for all ages.,35,2003,84.09421488,82,1.025539206,0.625,0.3,For All
922,An American Tail: The Mystery of the Night Monster,3,General Audiences. Suitable for all ages.,35,1999,84.09421488,82,1.025539206,0.625,0.3,For All
923,Batched,3,General Audiences. Suitable for all ages.,35,2000,84.09421488,82,1.025539206,0.625,0.3,For All
924,An American Tail: Fievel Goes West,3,General Audiences. Suitable for all ages.,35,1991,84.09421488,82,1.025539206,0.625,0.3,For All
925,Winnie the Pooh: Springtime with Roo,3,General Audiences. Suitable for all ages.,35,2004,84.09421488,82,1.025539206,0.625,0.3,For All
926,The Last Unicorn,3,General Audiences. Suitable for all ages.,35,1982,84.09421488,82,1.025539206,0.625,0.3,For All
927,The Iron Giant,6,fantasy action and mild language,60,1999,83,80,1.0375,0.3,0.216666667,Parential Guidance
928,Mulan 2,3,General Audiences. Suitable for all ages.,35,2004,85,80,1.0625,0.625,0.3,For All
929,Pooh's Heffalump Movie,3,General Audiences. Suitable for all ages.,35,2005,84.09421488,82,1.025539206,0.625,0.3,For All
930,Kronk's New Groove,3,General Audiences. Suitable for all ages.,35,2005,84.09421488,82,1.025539206,0.625,0.3,For All
931,Corpse Bride,6,"some scary images and action, and brief mild language",60,2005,91,80,1.1375,0.483333333,-0.016666667,Parential Guidance
932,Brother Bear 2,3,General Audiences. Suitable for all ages.,35,2006,57,80,0.7125,0.625,0.3,For All
933,The Smurfs and the Magic Flute,3,General Audiences. Suitable for all ages.,35,1976,84.09421488,82,1.025539206,0.625,0.3,For All
934,Jetsons: The Movie,3,General Audiences. Suitable for all ages.,35,1990,84.09421488,82,1.025539206,0.625,0.3,For All
935,We're Back! A Dinosaur's Story,3,General Audiences. Suitable for all ages.,35,1993,84.09421488,82,1.025539206,0.625,0.3,For All
936,Ernest & Celestine,6,some scary moments,60,2012,84.09421488,82,1.025539206,1,-0.5,Parential Guidance
937,Animaniacs,1,Suitable for children ages 7 and older,41,1997,72,80,0.9,0.541666667,0.358333333,For All
938,Disney Animation Collection: Vol. 1: Mickey and the Beanstalk,8,Suitable for all ages.,35,2009,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
939,Disney Animation Collection: Vol. 2: Three Little Pigs,8,Suitable for all ages.,35,2009,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
940,Disney Animation Collection: Vol. 4: The Tortoise and the Hare,8,Suitable for all ages.,35,2009,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
941,The Pirate Fairy,3,General Audiences. Suitable for all ages.,35,2014,57,80,0.7125,0.625,0.3,For All
942,Underdogs,6,Parental guidance suggested. May not be suitable for children.,60,2013,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
943,The Boxcar Children,3,General Audiences. Suitable for all ages.,35,2014,84.09421488,82,1.025539206,0.625,0.3,For All
944,Ribbit,6,some peril,60,2014,84.09421488,82,1.025539206,0,0,Parential Guidance
945,Yellowbird,6,Parental guidance suggested. May not be suitable for children.,60,2014,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
946,Octonauts,2,Suitable for all ages.,10,2015,84.09421488,82,1.025539206,0.75,0.55,For All
947,The Land Before Time XIV: Journey of the Brave,3,General Audiences. Suitable for all ages.,35,2016,84.09421488,82,1.025539206,0.625,0.3,For All
948,Quackerz,6,"rude and suggestive humor, and some action",60,2016,84.09421488,82,1.025539206,0.35,-0.1,Parential Guidance
949,Growing Up Wild,3,General Audiences. Suitable for all ages.,35,2016,80,80,1,0.625,0.3,For All
950,Cool Runnings,6,Parental guidance suggested. May not be suitable for children.,60,1993,81,80,1.0125,0.75,0.55,Parential Guidance
951,Mr. Magoo,6,mild language and action sequences,60,1997,84.09421488,82,1.025539206,0.3,0.216666667,Parential Guidance
952,Flubber,6,slapstick action and mild language,60,1997,83,80,1.0375,0.3,0.216666667,Parential Guidance
953,Anastasia,3,General Audiences. Suitable for all ages.,35,1997,93,80,1.1625,0.625,0.3,For All
954,Antz,6,moderate adult language and intense action,60,1998,80,80,1,0.525,0.1,Parential Guidance
955,Babe: Pig in the City,3,General Audiences. Suitable for all ages.,35,1998,84.09421488,82,1.025539206,0.625,0.3,For All
956,Paulie,6,Parental guidance suggested. May not be suitable for children.,60,1998,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
957,The Road to El Dorado,6,mild thematic material and language,60,2000,91,80,1.1375,0.25,0.166666667,Parential Guidance
958,Air Bud: World Pup,3,General Audiences. Suitable for all ages.,35,2000,84.09421488,82,1.025539206,0.625,0.3,For All
959,An American Tail,3,General Audiences. Suitable for all ages.,35,1986,67,80,0.8375,0.625,0.3,For All
960,Harry and the Hendersons,6,Parental guidance suggested. May not be suitable for children.,60,1987,58,80,0.725,0.75,0.55,Parential Guidance
961,Cats & Dogs,6,animal action and humor,60,2001,84.09421488,82,1.025539206,0.1,0.1,Parential Guidance
962,Baby's Day Out,6,mild language and comic action,60,1994,71,80,0.8875,0.366666667,0.227777778,Parential Guidance
963,Balto 2: Wolf Quest,3,General Audiences. Suitable for all ages.,35,2001,84.09421488,82,1.025539206,0.625,0.3,For All
964,Balto,3,General Audiences. Suitable for all ages.,35,1995,64,80,0.8,0.625,0.3,For All
965,Back to the Secret Garden,3,General Audiences. Suitable for all ages.,35,2002,84.09421488,82,1.025539206,0.625,0.3,For All
966,Blank Check,6,Parental guidance suggested. May not be suitable for children.,60,1994,93,80,1.1625,0.75,0.55,Parential Guidance
967,Heavyweights,6,some rude language and pranks,60,1995,74,80,0.925,0.6,-0.3,Parential Guidance
968,Inspector Gadget 2,3,General Audiences. Suitable for all ages.,35,2003,84.09421488,82,1.025539206,0.625,0.3,For All
969,Air Bud: Spikes Back,3,General Audiences. Suitable for all ages.,35,2003,84.09421488,82,1.025539206,0.625,0.3,For All
970,Annie,6,adult content and mld violence,60,1982,68,80,0.85,0.3,0.1,Parential Guidance
971,An American Tail: Fievel Goes West,3,General Audiences. Suitable for all ages.,35,1991,84.09421488,82,1.025539206,0.625,0.3,For All
972,D2: The Mighty Ducks,6,some mild language and rough hockey action,60,1994,70,80,0.875,0.333333333,0.111111111,Parential Guidance
973,"Honey, I Shrunk the Kids",6,Parental guidance suggested. May not be suitable for children.,60,1989,80,80,1,0.75,0.55,Parential Guidance
974,The Iron Giant,6,fantasy action and mild language,60,1999,83,80,1.0375,0.3,0.216666667,Parential Guidance
975,The Fox and the Hound 2,3,General Audiences. Suitable for all ages.,35,2006,84.09421488,82,1.025539206,0.625,0.3,For All
976,Air Buddies,6,"some mild, rude humor",60,2006,84.09421488,82,1.025539206,0.55,0.016666667,Parential Guidance
977,Dr. Dolittle: Tail to the Chief,6,brief mild language and some rude behavior,60,2008,84.09421488,82,1.025539206,0.477777778,0.011111111,Parential Guidance
978,Flicka 2,6,some reckless behavior,60,2010,84.09421488,82,1.025539206,0,0,Parential Guidance
979,H2O: Just Add Water,12,Parental guidance suggested. May not be suitable for all children.,70,2009,74,80,0.925,0.75,0.55,For Above 17
980,The Gruffalo,2,Suitable for all ages.,10,2009,84.09421488,82,1.025539206,0.75,0.55,For All
981,Dolphin Tale,6,some mild thematic elements,60,2011,84.09421488,82,1.025539206,0.25,0.166666667,Parential Guidance
